title,price,brand,rating,normalized_specs,review,compound,label
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}","Writing this review after 2 weeks of use.Excellent Phone 😍😍No heating issue at all, battery lasts full day, processor also very fast, design looks very premium. Camera is bit low but ok at this price.Easily having features of phones around 20k segment .If you are thinking to buy it, do not think twice. Go for it.😉",0.6428,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Best for gaming + quick charging+good battery life+More advantages...in this price,0.6369,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Excellent Product Quality And Colour. Thank You So Much 😊🙏.,0.9096,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Very good product,0.4927,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Super cute 🥰,0.9349,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Nice Mobile Nice camera Nice battery quality This phone using very good 😊,0.9507,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Value for moneyy.... 👍,0.34,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Good product loved it,0.7783,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Awesome phone.... feature are good looks 👍,0.7906,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Super,0.5994,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Infinix is always budget friendly compare to others.,0.4939,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Absolutely amazing phone like it,0.7818,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Best mobile infinix,0.6369,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Good product.,0.4404,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Mobile touch  not working issue,0.0,Neutral
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",mobile to 1 week me hi problem aane lagaaatometcly band chalu band chalu hone laga,-0.4019,Negative
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Best quality,0.6369,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}","Amazing phone i always try something new but as and when required,my earlier phone was realme 3 pro which was also great phone i used it 3 years and by mistake it's screen got cracked so decided to buy this Infinix phone because it gives 16 gb ram and 256 Rom but other brands charging much more.Thanks to @EKART AND @FLIPKART FOR TIMELY DELIVERY",0.714,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",camera quality low,-0.2732,Negative
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Nice sarvice and phone its osm looks are osm too,0.4215,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Camera very good,0.4927,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}","High storage ,good display in day but in bright sunlight seems little low (could wish Amoled in future)Camera seems ok but price wise performance and everything is ok for normal usageZoom feature is greatSound is good having equaliser and many settings Latest android 14 and nfc support is greatThough I had not tested NFC nowCould any one tell how it can be used ?need to check and search on internet  maybe Voice clarity is fine and dual app support Overall a good experience with...",0.9889,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Phone looking very nice camera quality medium.,0.4754,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",This man is happy to buy from flipkart,0.5719,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Iphone 😃😃,0.6124,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Good product,0.4404,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Good,0.4404,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",I'm happy to express delivery thank you Flipkart          The colour is so amazing                Very smooth working                         Camera is good 😊👍,0.9636,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Good modle,0.4404,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Best gaming phone in this price.,0.6369,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}","Excellent mobile 👌👌👌, and worth on price infinix 40x",0.9719,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Naic phone,0.0,Neutral
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Very nice 🤳 phone,0.4754,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Good product,0.4404,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Nice,0.4215,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Ok for product,0.296,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Good phone,0.4404,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",This product is very nice and good quality and the design is very beautiful and the cost is best,0.9398,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Very good,0.4927,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Its ok,0.296,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Good mobile this is very good product of infinex mobile this is best,0.8832,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Nice mobile excellent mobile....but battery week,0.7579,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Its internet performance is very poor. It is a 5G phone but it does not show 5G speed. Everything else is fine. The internet just runs like 4G.,0.5029,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Very nice look so mobile,0.4754,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Nice product,0.4215,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}","Best mobile in this price range and all features are excellent, speacially camera",0.836,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Excellent 👌👍,0.87,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Nice product,0.4215,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Nice,0.4215,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Good 👍👍👍,0.4404,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",I love you it and it was amazing product👍🏻,0.8402,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",When we on mobile display side black spot...when we contact customer care they not return option or exchange option... don't buy mobile waste of money...very disappointed,0.3468,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Good product,0.4404,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",sound issue,0.0,Neutral
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Nice product I'm very happy,0.7778,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Best mobile in this price rangeI like....,0.7717,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Good for phone storage.,0.4404,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Good,0.4404,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",This mobile is best,0.6369,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Good,0.4404,Positive
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Concrete on battery don't buy this product,0.0,Neutral
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",12999,Infinix,3.7,"{'battery_capacity': '5000 mAh', 'display_type': 'Full HD+', 'camera': '108MP + 2MP + AI Lens', 'network_type': '5G, 4G, 3G, 2G', 'ram': '8 GB', 'storage': '256 GB', 'processor_type': 'Dimensity 6300'}",Good,0.4404,Positive
